course_code	name	org_total_credits	org_type	org_lecture_credits	org_tutorial	org_practical	org_self_study	org_half_semester	org_prerequisite	org_text_reference	org_content	modtime	
AE 314	Aircraft Structures Laboratory	5	L 	1	3	0	0	N	 	Laboratory Manual, Aircraft Structures Lab., Dept. of Aerospace Engineering, IIT Bombay, 2007.\015\012	The aerospace structures laboratory includes experiments related to material aspects as well as structural mechanics. These experiments are largely based upon the syllabus covered in the courses on solid mechanics and aerospace structures. A couple of experiments on vibrations and structural dynamics are also included for exposure. The experiments in this laboratory course cover the following.\015\012\015\012Fabrication of fibre reinforced composite laminate; tension, compression, interlaminar shear, impact and hardness testing for determination of elastic moduli and strength of material; coefficient of thermal expansion; strain measurement; inverse methods for material property determination (Poisson`s ratio and Youngs Modulus) using measured static and dynamic structural response in conjunction with simple structural models; shear centre of open section thin-walled beam, displacement and strain distribution in bending and torsion of twin-walled open and closed section beams; Buckling of beams/plates; measurement of natural frequency, natural modes and modal damping of beams.	2009-06-03 11:30:49.166544	
AE 315	Aerodynamics of Aerospace Vehicles	6	T 	6	1	0	0	N	AE 206	J.D. Anderson, Fundamentals of Aerodynamics, McGraw Hill, 1991\015\012J.J.Bertin & M.C. Smith, Aerodynamics for Engineers, 1989 \015\012A.M. Kuethe & C.Chow, Foundations of Aerodynamics, J. Wiley, 1986\015\012H.Ashly & M.T. Landahl, Aerodynamics of Wings & Bodies, Addison Wesley, 1965.	Potential flow, Circulation and lift generation, Kutta cndition. Thin airfoil theory, Source, Vortex and doublet panel methods. Subsonic compressible flow over airfoils, Prandtl-Glauert Compressibility correction. Supersonic flow over airfoils, Ackeret Theory. Oblique shocks and expansion waves, shock expansion method. Potential flow over finite wings, lifting-line theory, Vortex lattice method, supersonc flow over finite wings, Subsonic/supersonic leading edge. Linearized theory, Supersonic vortex lattice method. Slender body theory: Introduction to transonic flows, conical flows, Hypersonic flow and high-temperature flows.	2003-04-03 16:18:14	
AE 316	Aircraft Propulsion Laboratory	5	L 	1	3	0	0	N	AE 329	1. Hill, P. G. and Peterson, C., Mechanics and Thermodynamics of\015\012Propulsion, 2nd Ed., Prentice Hall, 1991.\015\0122. Laboratory Manual, Propulsion Laboratory, Department of\015\012Aerospace Engineering, IIT Bombay, 2007.	Study of aircraft engine models, basic measurement techniques in\015\012thermal, mechanical and fluid systems.\015\012\015\012Experimentation related to aerodynamics and performance of\015\012turbomachinery (in axial flow fan set-up and in two-dimensional\015\012compressor/turbine cascades), fuel systems, combustion and heat\015\012transfer (convective heat transfer to geometries typical of aerospace\015\012propulsion applications) in aerospace propulsion systems.\015\012\015\012Experiments on performance characteristics of gas turbine/jet\015\012propulsion systems.	2009-06-03 11:27:31.402552	
AE 317	Aerospace Structures III	6	T 	6	1	0	0	N	AE 203	T.H.G.Megson, Aircraft Structures for Engineering Students, 2nd ed. Edward Arnold, London, 1990.  \015\012E.F.Bruhn, Analysis and Design of Flight Vehicle Structures, Tri-State Offset Co.,Cincinnati, Ohio, U.S.A. 1965 D.Williams, Introduction to the Theory of Aircraft Structures, Edward Arnold, London, 1960. \015\012B.E.Gatewood, Virtual Principles in Aircraft Structures, Vol.1 & II, Kluwer Academic Publishers, The Netherlands, 1989.	Thin-walled stiffened structures in aerospace vehicles, basic components and assemblages. General formulation for thin-walled beams. Bending and torsion of thin-walled beams of arbitrary closed and open cross-sections, shear flow and shear centre calculations for general cross-sections,warpless cross-sections. Bending and torsion of multi-cell thin-walled beams - warping, shear flow and shear centre, stresses in thin-walled beams of variable depth, effect of taper. Effect of warp restraint in thin-walled beams, axial constraint stresses, effect of warp restraint in open section beams. Buckling of thin walled beams, torsional instability, introduction to the instability of flat sheets, local buckling of composite shapes, buckling of stiffened sheets, effective width concept, design charts and formulae.  Diagonal tension and semi-tension field beams.	2003-04-03 16:18:14	
AE 318	Flight Mechanics Lab	3	L 	3	0	3	0	N	AE 201	""	Based on AE 201,AE 305. Flight test program conducted at IIT-Kanpur in December vacation.	2003-04-03 16:18:14	
AE 319	Mechanisms & Machine Design	6	T 	6	1	0	0	N	Nil	T. Bevan, Theory of Machines, Longmans, 1956. \015\012J.E. Shigley, Mechanical Engineering Design, Mc-Graw Hill Book Co., 1986.	Elements of kinematics and dynamics of mechanisms; Motion and force analysis of typical mechanisms, e.g. link mechanisms, universal joint, cams, gears. General principles of Mechanical Design: Dimensioning, limits of fits and tolerances; Failure and mechanical properties of materials, Concepts in allowable stresses, reliability and lifing. Design analysis of common machine elements, e.g. joints, springs, shafts, couplings etc. Terminology and classification concerning gears, bearings, seals.  Concepts in lubrication.	2003-04-03 16:18:14	
AE 320	Computational Fluid Dynamics	6	T 	6	1	0	0	N	AE 206	Hirsch C., Numerical Computation of Internal and External Flows, John Wiley and Sons, 1990. \015\012Anderson J.D., Computational Fluid Dynamics, 1995 \015\012Anderson D.A., Tenehill J.C. & Pletcher R.H., Computational Fluid Dynamics and Heat Transfer, McGraw Hill, 1984.	Basic equations of fluid dynamics and levels of approximation. Mathematical nature of the flow equations and their boundary conditions. Grid and appropriate transformation. Basic discretization techniques applied to model equations and system of equations: finite difference, finite volume and finite element methods. Analysis of numerical schemes : concept consistency, stability and convergence. Error and stability analysis. Some applications.	2003-04-03 16:18:14	
AE 321	Aircraft Production	6	T 	0	0	0	0	 	""	""	""	2004-10-18 15:57:22	
AE 322	Mechanisms and Mechanical Design	6	T 	0	0	0	0	 	""	""	""	2004-10-18 15:57:22	
AE 323	Gas Turbine Theory	8	T 	0	0	0	0	 	""	""	""	2004-10-18 15:57:22	
AE 324	Introduction to Control Theory	6	T 	0	0	0	0	 	""	""	""	2004-10-18 15:57:22	
AE 325	Aerodynamics II	6	T 	0	0	0	0	 	""	""	""	2004-10-18 15:57:22	
AE 326	Vibrations and Structural Dynamics	6	T 	0	0	0	0	 	""	""	""	2004-10-18 15:57:22	
AE 327	Heat Transfer	6	T 	2	1	0	0	N	Nil	""	""		
AE 328	Machine Design	8	T 	0	0	0	0	 	""	""	""	2004-10-18 15:57:22	
AE 329	Propulsion	8	T 	3	0	1	0	N	AE 214	1. Hill, P. G. and Peterson, C., Mechanics and Thermodynamics of Propulsion, 2nd Ed., Prentice Hall, 1991.\015\0122.  Cohen , H.,  Rogers , G. F. C. and Saravanamuttoo ,H. I. H., Gas Turbine Theory, 5th Ed., Pearson Education Asia, 2001.\015\0123. Sutton, G. P.  and Biblarz, O., Rocket Propulsion Elements, 7th Ed., Wiley Inter Science, 2000.\015\0124. Oates, G. C. , Aerothermodynamics of Gas Turbine and Rocket Propulsion, AIAA Education Series, 1997.	Real cycle analysis for jet engines: Off-design points,\015\012engine performance maps, power plant performance with\015\012varying speed and altitude, comparison of real cycle turboprops, turbofans, turbojets and ramjets.\015\012\015\012Jet engine components: Intake, fan, compressors,\015\012combustors, turbines, afterburner and nozzle; component performance, cascade theory, matching of propeller/fan/compressor with turbine in turboprop, turbofan and turbojet engines, single and multi-spool engines, turbine blade cooling mechanisms, thrust augmentation, variable geometry intakes and nozzles, thrust vector control.\015\012\015\012Ramjets and scramjets: Ideal and real cycles, 1-D analysis of intake, isolator, nozzle and reactive flows in combustor.\015\012\015\012Classification of rockets: Introduction to chemical, electric, ion and\015\012nuclear powered rockets.\015\012\015\012Chemical rockets: Solid and liquid propellant rockets, types of\015\012solid and liquid rocket motor propellants, rocket performance\015\012parameters, flow through nozzle, real nozzles, equilibrium and\015\012frozen flow.	2009-06-03 11:01:14.695322	
AE 330	Aerospace Propulsion	6	T 	6	1	0	0	N	Nil	G.C. Oates, Aerothermodynamics of Gas Turbine and Rocket Propulsion, AIAA, 1968. M. Barrere et al, Rocket Propulsion, Elsevier, London, 1956. \015\012S.P. Sutton, Rocket Propulsion Elements, John Wiley, 1954.	Introduction, Various propulsive devices used for aerospace applications, Classifications of rockets: Electrical, Nuclear and Chemical rockets. Applications of rockets. Nozzle design: Flow through nozzle, Real nozzle, Equilibrium and frozen flow, Adaptive and non-adaptive nozzles, thrust-vector controls, Rocket performance parameters. Solid propellant rockets, Grain compositions, Design of Grain. Liquid propellant rockets, Injector design, cooling systems, Feed systems: Pressure feed and turbo-pump feed system. Heat transfer problems in rocket engines.	2003-04-03 16:18:14	
AE 331	System Modeling, Dynamics & Control	6	T 	6	1	0	0	N	Nil	"K.Ogata,""Modern Control Engineering"",Prentice Hall India, 3rd ed., 1997  \015\012I.J. Nagrath & M. Gopal, Systems Modelling and Analysis, Tata McGraw Hill, 1995 \015\012J.J. D`Azzo & C.H.Houpis,""Linear Control System Analysis & Design, 4th ed.,McGraw Hill,  1995.                                                                     "	"Introduction to modeling of systems:  Objective, Concepts,  types  of   Models, Examples of interacting dynamic  systems.  Classical   Dynamic  models of simple and complex  physical systems:  Mechanical, Hydraulic, Thermal and  Electrical  systems, Topological Models :  Block Diagram  representation  and  manipulation. Signal flow graph, Masons` Gain Formula. Other Forms : Laplace Transform, Transfer function, Integration Diagrams, State space models etc.  and their applications Dynamics.  Transient response  of First and second order systems.  Control : Characteristic Equation,  representation on ""s"" plane.  Concept of stability, Routh`s  criterion. Open and close loop control, Types of Controllers,  Steady state Analysis,  Error coefficients, Performance Indices, Root Locus method, Frequency Response method,  Bode Plots, Stability Margins, Nyquist plot and Criterion, Introduction to compensation and compensators."	2004-01-14 15:19:38	
AE 332	Aircraft Design	6	T 	2	0	1	0	N	AE 152	1. Raymer, D. P., Aircraft Design - A Conceptual Approach, AIAA\015\012Educational Series, 4th Ed., 2006.\015\0122. Brandt, S. A., Stiles, R. J., Bertin, J. J., Whitford, R., Introduction to Aeronautics: A Design Perspective, AIAA Educational Series, 2nd ed., 2004. \015\0123. Jenkinson, L. R., Simpkin, P. and Rhodes, D., Civil Jet Aircraft Design, Arnold Publishers, London, 1999. \015\012\015\0124. Fielding, J., Introduction to Aircraft Design, Cambridge Aerospace\015\012Series, Cambridge University Press, 1999.\015\012	Introduction to Aircraft Design: Three phases in aircraft design, computer based aircraft design methodologies, differences between LTA and HTA aircraft, type of civil and military aircraft.\015\012Configuration and Layout: Types and comparison of wing, tail, fuselage, landing gear, wing-tail combinations, power plant (types, numbers, locations), unconventional aircraft configurations.\015\012Sizing and Constraint Analysis: Initial sizing, estimation of design gross weight, rubber engine sizing and fixed engine sizing, refined sizing method and constraint analysis.\015\012Estimation Methodologies: Lift and drag coefficient, design loads,\015\012component mass breakdown, acquisition cost, direct operating cost.\015\012Operational and Environmental Issues: Range-payload diagram, V-n diagram, noise and emission levels, special considerations such as stealth, survivability, maintainability.\015\012Advanced Concepts in Aircraft Design: Supersonic aircraft design, very large aircraft, morphing aircraft.n.	2009-06-03 11:13:00.678865	
AE 333	Aerodynamics	6	T 	2	0	1	0	N	AE 216	1.  Anderson, J. D., Jr., Fundamentals of Aerodynamics, McGraw Hill 2001.\015\0122.   Bertin, J. J., Aerodynamics for Engineers, Pearson Education, 2002.\015\0123.   Houghton , E. L. and  Carpenter, P. W., Aerodynamics for Engineers, Butterworth-Heinemann, 2001.	Airfoils, wings and their nomenclature; lift, drag and pitching moment coefficients; centre of pressure and aerodynamic centre.\015\012\015\012Potential flow Analysis; Scalar and vector fields, velocity potential, line, surface and volume integrals, circulation and lift generation, Kutta-Joukovskii theorem.\015\012\015\012Method of superposition, thin airfoil theory, source and vortex methods.\015\012\015\012Subsonic compressible flow past airfoils; Critical Mach number, drag\015\012divergence Mach number, supercritical airfoils, effect of sweep, area rule.\015\012\015\012Full and perturbation velocity potential formulations; Prandtl and Glauert compressibility corrections.\015\012\015\012Transonic flow past airfoils, transonic similarity rules; Supersonic flow past airfoils, linearised supersonic flow, shock expansion method.\015\012\015\012Potential flow over lifting wing; lifting line theory, vortex lattice\015\012method, slender body theory, panel method, variation of lift and drag\015\012coefficients in subsonic flows with angle of attack, Reynolds number, thickness-to-chord ratio.\015\012\015\012Supersonic flow over airfoils and wings; subsonic/supersonic leading edge.\015\012\015\012Hypersonic flows, real gas effects, Newtonian theory, lift and drag in\015\012hypersonic flows.\015\012	2009-06-03 11:36:11.982938	
